Comment,Emotion,cleaned_text,tokens,processed_tokens,processed_text
i feel nervous about going back to america not knowing what to expect the transition to be like,fear,i feel nervous about going back to america not knowing what to expect the transition to be like,"['i', 'feel', 'nervous', 'about', 'going', 'back', 'to', 'america', 'not', 'knowing', 'what', 'to', 'expect', 'the', 'transition', 'to', 'be', 'like']","['feel', 'nervous', 'going', 'back', 'america', 'knowing', 'expect', 'transition', 'like']",feel nervous going back america knowing expect transition like
i wanted both but i feel greedy,anger,i wanted both but i feel greedy,"['i', 'wanted', 'both', 'but', 'i', 'feel', 'greedy']","['wanted', 'feel', 'greedy']",wanted feel greedy
i was beginning to feel fear nevertheless a stubborn person i am i swept the superstition away but i reminded myself to pay extra caution,anger,i was beginning to feel fear nevertheless a stubborn person i am i swept the superstition away but i reminded myself to pay extra caution,"['i', 'was', 'beginning', 'to', 'feel', 'fear', 'nevertheless', 'a', 'stubborn', 'person', 'i', 'am', 'i', 'swept', 'the', 'superstition', 'away', 'but', 'i', 'reminded', 'myself', 'to', 'pay', 'extra', 'caution']","['beginning', 'feel', 'fear', 'nevertheless', 'stubborn', 'person', 'swept', 'superstition', 'away', 'reminded', 'pay', 'extra', 'caution']",beginning feel fear nevertheless stubborn person swept superstition away reminded pay extra caution
ive found it im feeling pretty pumped,joy,ive found it im feeling pretty pumped,"['ive', 'found', 'it', 'im', 'feeling', 'pretty', 'pumped']","['ive', 'found', 'im', 'feeling', 'pretty', 'pumped']",ive found im feeling pretty pumped
i feel so happily rebellious,anger,i feel so happily rebellious,"['i', 'feel', 'so', 'happily', 'rebellious']","['feel', 'happily', 'rebellious']",feel happily rebellious
i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,anger,i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,"['i', 'am', 'going', 'to', 'clean', 'the', 'slate', 'by', 'unilaterally', 'forgiving', 'those', 'i', 'feel', 'have', 'wronged', 'me', 'or', 'someone', 'i', 'love', 'intentionally', 'or', 'through', 'carelessness', 'so', 'that', 'i', 'thereby', 'in', 'time', 'can', 'forget', 'the', 'perceived', 'insults', 'and', 'abuses']","['going', 'clean', 'slate', 'unilaterally', 'forgiving', 'feel', 'wronged', 'someone', 'love', 'intentionally', 'carelessness', 'thereby', 'time', 'forget', 'perceived', 'insults', 'abuses']",going clean slate unilaterally forgiving feel wronged someone love intentionally carelessness thereby time forget perceived insults abuses
i was thinking about how you all were watching general conference and i was feeling a bit jealous,anger,i was thinking about how you all were watching general conference and i was feeling a bit jealous,"['i', 'was', 'thinking', 'about', 'how', 'you', 'all', 'were', 'watching', 'general', 'conference', 'and', 'i', 'was', 'feeling', 'a', 'bit', 'jealous']","['thinking', 'watching', 'general', 'conference', 'feeling', 'bit', 'jealous']",thinking watching general conference feeling bit jealous
i went but i did feel shaky,fear,i went but i did feel shaky,"['i', 'went', 'but', 'i', 'did', 'feel', 'shaky']","['went', 'feel', 'shaky']",went feel shaky
i wanted that sacred experience to feel that divine communion with the god of my understanding i wanted to feel sublime love in sacred terms,joy,i wanted that sacred experience to feel that divine communion with the god of my understanding i wanted to feel sublime love in sacred terms,"['i', 'wanted', 'that', 'sacred', 'experience', 'to', 'feel', 'that', 'divine', 'communion', 'with', 'the', 'god', 'of', 'my', 'understanding', 'i', 'wanted', 'to', 'feel', 'sublime', 'love', 'in', 'sacred', 'terms']","['wanted', 'sacred', 'experience', 'feel', 'divine', 'communion', 'god', 'understanding', 'wanted', 'feel', 'sublime', 'love', 'sacred', 'terms']",wanted sacred experience feel divine communion god understanding wanted feel sublime love sacred terms
i hate feeling indecisive because im being negative right now and i dont know what i want,fear,i hate feeling indecisive because im being negative right now and i dont know what i want,"['i', 'hate', 'feeling', 'indecisive', 'because', 'im', 'being', 'negative', 'right', 'now', 'and', 'i', 'dont', 'know', 'what', 'i', 'want']","['hate', 'feeling', 'indecisive', 'im', 'negative', 'right', 'dont', 'know', 'want']",hate feeling indecisive im negative right dont know want
i feel less aggravated and upset today i think i realized that its just not worth it it proved to be wasted time and effort pointless and stupid i am fine with not knowing him im uneffected for the time being at least,anger,i feel less aggravated and upset today i think i realized that its just not worth it it proved to be wasted time and effort pointless and stupid i am fine with not knowing him im uneffected for the time being at least,"['i', 'feel', 'less', 'aggravated', 'and', 'upset', 'today', 'i', 'think', 'i', 'realized', 'that', 'its', 'just', 'not', 'worth', 'it', 'it', 'proved', 'to', 'be', 'wasted', 'time', 'and', 'effort', 'pointless', 'and', 'stupid', 'i', 'am', 'fine', 'with', 'not', 'knowing', 'him', 'im', 'uneffected', 'for', 'the', 'time', 'being', 'at', 'least']","['feel', 'less', 'aggravated', 'upset', 'today', 'think', 'realized', 'worth', 'proved', 'wasted', 'time', 'effort', 'pointless', 'stupid', 'fine', 'knowing', 'im', 'uneffected', 'time', 'least']",feel less aggravated upset today think realized worth proved wasted time effort pointless stupid fine knowing im uneffected time least
i am feeling remarkably grumpy not to mention foolish,anger,i am feeling remarkably grumpy not to mention foolish,"['i', 'am', 'feeling', 'remarkably', 'grumpy', 'not', 'to', 'mention', 'foolish']","['feeling', 'remarkably', 'grumpy', 'mention', 'foolish']",feeling remarkably grumpy mention foolish
i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition,anger,i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition,"['i', 'would', 'like', 'to', 'reduce', 'the', 'amount', 'of', 'jealousy', 'i', 'feel', 'god', 'commands', 'us', 'not', 'to', 'be', 'jealous', 'and', 'i', 'feel', 'that', 'every', 'jew', 'religious', 'or', 'not', 'should', 'obey', 'that', 'prohibition']","['would', 'like', 'reduce', 'amount', 'jealousy', 'feel', 'god', 'commands', 'us', 'jealous', 'feel', 'every', 'jew', 'religious', 'obey', 'prohibition']",would like reduce amount jealousy feel god commands us jealous feel every jew religious obey prohibition
i feel fine now but it was pretty rough running for hours and minutes straight,joy,i feel fine now but it was pretty rough running for hours and minutes straight,"['i', 'feel', 'fine', 'now', 'but', 'it', 'was', 'pretty', 'rough', 'running', 'for', 'hours', 'and', 'minutes', 'straight']","['feel', 'fine', 'pretty', 'rough', 'running', 'hours', 'minutes', 'straight']",feel fine pretty rough running hours minutes straight
i don t know why i feel so bashful defending it,fear,i don t know why i feel so bashful defending it,"['i', 'don', 't', 'know', 'why', 'i', 'feel', 'so', 'bashful', 'defending', 'it']","['know', 'feel', 'bashful', 'defending']",know feel bashful defending
i was not feeling so nervous because she seemed so calm and collected,fear,i was not feeling so nervous because she seemed so calm and collected,"['i', 'was', 'not', 'feeling', 'so', 'nervous', 'because', 'she', 'seemed', 'so', 'calm', 'and', 'collected']","['feeling', 'nervous', 'seemed', 'calm', 'collected']",feeling nervous seemed calm collected
i feels acceptable even desirable,joy,i feels acceptable even desirable,"['i', 'feels', 'acceptable', 'even', 'desirable']","['feels', 'acceptable', 'even', 'desirable']",feels acceptable even desirable
i feel optimistic that he ll settle in before too long once we ve arrived,joy,i feel optimistic that he ll settle in before too long once we ve arrived,"['i', 'feel', 'optimistic', 'that', 'he', 'll', 'settle', 'in', 'before', 'too', 'long', 'once', 'we', 've', 'arrived']","['feel', 'optimistic', 'settle', 'long', 'arrived']",feel optimistic settle long arrived
i feel afraid but i have learned to allow myself to be afraid,fear,i feel afraid but i have learned to allow myself to be afraid,"['i', 'feel', 'afraid', 'but', 'i', 'have', 'learned', 'to', 'allow', 'myself', 'to', 'be', 'afraid']","['feel', 'afraid', 'learned', 'allow', 'afraid']",feel afraid learned allow afraid
i felt unfairly treated at an airport,anger,i felt unfairly treated at an airport,"['i', 'felt', 'unfairly', 'treated', 'at', 'an', 'airport']","['felt', 'unfairly', 'treated', 'airport']",felt unfairly treated airport
i feel suddenly startled catch my breath and think it could be any day,fear,i feel suddenly startled catch my breath and think it could be any day,"['i', 'feel', 'suddenly', 'startled', 'catch', 'my', 'breath', 'and', 'think', 'it', 'could', 'be', 'any', 'day']","['feel', 'suddenly', 'startled', 'catch', 'breath', 'think', 'could', 'day']",feel suddenly startled catch breath think could day
i feel that we are heading for an abyss that has been created by the greedy the too greedy and the far too greedy,anger,i feel that we are heading for an abyss that has been created by the greedy the too greedy and the far too greedy,"['i', 'feel', 'that', 'we', 'are', 'heading', 'for', 'an', 'abyss', 'that', 'has', 'been', 'created', 'by', 'the', 'greedy', 'the', 'too', 'greedy', 'and', 'the', 'far', 'too', 'greedy']","['feel', 'heading', 'abyss', 'created', 'greedy', 'greedy', 'far', 'greedy']",feel heading abyss created greedy greedy far greedy
i feel like my life is practically perfect in every way right now and i am every so happy,joy,i feel like my life is practically perfect in every way right now and i am every so happy,"['i', 'feel', 'like', 'my', 'life', 'is', 'practically', 'perfect', 'in', 'every', 'way', 'right', 'now', 'and', 'i', 'am', 'every', 'so', 'happy']","['feel', 'like', 'life', 'practically', 'perfect', 'every', 'way', 'right', 'every', 'happy']",feel like life practically perfect every way right every happy
i feel more useful,joy,i feel more useful,"['i', 'feel', 'more', 'useful']","['feel', 'useful']",feel useful
i search search search and very rarely feel satisfied with the solutions found,joy,i search search search and very rarely feel satisfied with the solutions found,"['i', 'search', 'search', 'search', 'and', 'very', 'rarely', 'feel', 'satisfied', 'with', 'the', 'solutions', 'found']","['search', 'search', 'search', 'rarely', 'feel', 'satisfied', 'solutions', 'found']",search search search rarely feel satisfied solutions found
i refers of course though i cant help feeling somehow ironically in retrospect to loudons son with kate mcgarrigle the rather talented himself rufus wainwright,joy,i refers of course though i cant help feeling somehow ironically in retrospect to loudons son with kate mcgarrigle the rather talented himself rufus wainwright,"['i', 'refers', 'of', 'course', 'though', 'i', 'cant', 'help', 'feeling', 'somehow', 'ironically', 'in', 'retrospect', 'to', 'loudons', 'son', 'with', 'kate', 'mcgarrigle', 'the', 'rather', 'talented', 'himself', 'rufus', 'wainwright']","['refers', 'course', 'though', 'cant', 'help', 'feeling', 'somehow', 'ironically', 'retrospect', 'loudons', 'son', 'kate', 'mcgarrigle', 'rather', 'talented', 'rufus', 'wainwright']",refers course though cant help feeling somehow ironically retrospect loudons son kate mcgarrigle rather talented rufus wainwright
i want to be in the future years some of you made me feel amazing and some of you are the best friends i could ever ask for,joy,i want to be in the future years some of you made me feel amazing and some of you are the best friends i could ever ask for,"['i', 'want', 'to', 'be', 'in', 'the', 'future', 'years', 'some', 'of', 'you', 'made', 'me', 'feel', 'amazing', 'and', 'some', 'of', 'you', 'are', 'the', 'best', 'friends', 'i', 'could', 'ever', 'ask', 'for']","['want', 'future', 'years', 'made', 'feel', 'amazing', 'best', 'friends', 'could', 'ever', 'ask']",want future years made feel amazing best friends could ever ask
